"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSBTAG00000000301",323.263521225746,0.857699542908366,0.336426087076939,2.54944421926535,0.0107894769810667,0.0249593141009432,"ENSBTAG00000000301"
"ENSBTAG00000000305",3344.22830293699,0.245747435927851,0.1171849261301,2.09709084643718,0.0359855341329928,0.071000627664785,"LMO4"
"ENSBTAG00000000308",2753.97740568388,0.0741833409319216,0.097296096355474,0.762449303833226,0.445791889484952,0.559055263869389,"ITCH"
"ENSBTAG00000000309",51.6446141402825,1.35141245259977,0.735269064648684,1.8379835594545,0.0660648279364561,0.119349623340348,"PTPRT"
"ENSBTAG00000000310",2583.15023689084,1.19499378266164,1.12558630606853,1.06166339819426,0.288388521279956,0.398598080972164,"MFAP5"
"ENSBTAG00000000312",426.823798230546,1.06130477411345,0.18961834339209,5.59705751631265,2.18020394217141e-08,1.66933019853585e-07,"GRINA"
"ENSBTAG00000000313",169.780581015597,0.323134224420642,0.35390095559281,0.913064006508175,0.361208879200708,0.476056712817134,"NUDT13"
"ENSBTAG00000000315",1038.30177567606,-0.478692619076672,0.107231380684323,-4.46410944279351,8.04024618616328e-06,3.82070562086931e-05,"ECD"
"ENSBTAG00000000317",334.010566448598,0.15358075752628,0.241166203699729,0.636825372586202,0.52423859716342,0.630985369664951,"MAPK8IP1"
"ENSBTAG00000000320",1220.74405458358,0.375582909597323,0.13424087597275,2.7978282089992,0.00514474679589528,0.0130149415037014,"UBAP1"
"ENSBTAG00000000321",448.483320671764,-0.144762498304063,0.185099715612512,-0.78207844795996,0.434168471815822,0.548235936108268,"TBL2"
"ENSBTAG00000000322",3665.37159705112,-0.271043998169016,0.1042730170224,-2.59936852225911,0.00933954482210146,0.0220043091852683,"CD2AP"
"ENSBTAG00000000330",636.790178971606,-1.25888760306769,0.192444584140386,-6.54155900874479,6.08808029529122e-11,7.1372425077388e-10,"ALDH16A1"
"ENSBTAG00000000332",712.180348121257,-0.153633959512273,0.185205663975377,-0.82953164722165,0.406803636613826,0.520923196337339,"ERF"
"ENSBTAG00000000340",3227.68535663219,-0.122802950768567,0.109136816630694,-1.12522020120962,0.260495734843832,0.367532643623186,"ADNP"
"ENSBTAG00000000341",146.247251762869,-0.42573411061316,0.241761276512757,-1.76096898872345,0.0782436519405173,0.137170834407244,"ISOC1"
"ENSBTAG00000000342",3506.36396577951,0.430932695029933,0.142160646464582,3.03130793047776,0.00243496781968511,0.00668927408427855,"PLOD3"
"ENSBTAG00000000343",409.729627014862,-0.49936841534476,0.172387490673493,-2.89677872445269,0.00377015571203483,0.00985548364806454,"ZNHIT1"
"ENSBTAG00000000345",23.3922006513144,-0.765297219757532,0.553843074124285,-1.38179433040233,0.167034860383279,0.25681711485622,"CLDN15"
"ENSBTAG00000000347",754.089516103378,-0.347558015521607,0.172294153606851,-2.01723626858913,0.0436708628647552,0.0840787304864897,"RHOG"
"ENSBTAG00000000355",86.9073125618696,0.401906590569215,0.269565964944762,1.49093966907718,0.135977335217479,0.217888912509936,"OXLD1"
"ENSBTAG00000000356",360.801047277601,-0.804514953021199,0.158030842937397,-5.09087300977002,3.56418680348095e-07,2.18665804571188e-06,"CCDC137"
"ENSBTAG00000000357",426.999808703279,2.01661285247006,1.47687866255199,1.36545601450117,0.172109768765474,0.263118542993665,"PRAG1"
"ENSBTAG00000000359",3454.2844506096,-0.436500278414476,0.136832703125666,-3.19002890715094,0.00142258563454195,0.00414242763416206,"EIF3J"
"ENSBTAG00000000362",1290.58665929161,0.216768021884642,0.121772106249378,1.78011228154928,0.0750575870342993,0.13250518650658,"SPG11"
"ENSBTAG00000000363",1806.53554224685,0.0387106314156542,0.138487823064759,0.279523719551521,0.779842937594565,0.843222908490377,"BDP1"
